1,1,1,1,d36afdf0ee9d7dd116c5897d976d7987ac16fc6a,2682065,xuzhi,https://api.github.com/repos/php/php-src/commits/d36afdf0ee9d7dd116c5897d976d7987ac16fc6a,https://github.com/php/php-src/commit/d36afdf0ee9d7dd116c5897d976d7987ac16fc6a,"Update ext/date/lib/tm2unixtime.c

fix  Bug #63392  由于 我是第一次参与php源码的工作，有很多东西不太清楚。这个bug  不知道原始的作者
是怎么考虑的，会出现那么奇怪的赋值。",1,,fa87a2ebfc243a919a8b9dbfe7d011690bc73fb9,2017-03-20 14:17:11,2017-03-20 14:19:01
2,1,1,1,a41cbc591914ebc70deba5161cbc58ea0a7ca585,2682065,xuzhi,https://api.github.com/repos/php/php-src/commits/a41cbc591914ebc70deba5161cbc58ea0a7ca585,https://github.com/php/php-src/commit/a41cbc591914ebc70deba5161cbc58ea0a7ca585,"Update ext/date/lib/tm2unixtime.c

fix bug #63392 old code is if(time->relative.weekday == 0)time->relative.weekday == 7
i don't konw  why author write this code",1,,d87131dc6086a39df3d1889b63d57d4ed8bf54a8,2017-03-20 14:17:11,2017-03-20 14:19:01
3,1,1,1,9946033bbad532f279de68fcb19b3473d5ea1cfc,2682065,xuzhi,https://api.github.com/repos/php/php-src/commits/9946033bbad532f279de68fcb19b3473d5ea1cfc,https://github.com/php/php-src/commit/9946033bbad532f279de68fcb19b3473d5ea1cfc,fix bug 63392,1,,7e7fd98a036ec15cbbb5c166f1d748018eaba4ce,2017-03-20 14:17:11,2017-03-20 14:19:02
4,1,1,1,a1ec906a2cad6483db73f41adabaffddb7a216e6,2682065,xuzhi,https://api.github.com/repos/php/php-src/commits/a1ec906a2cad6483db73f41adabaffddb7a216e6,https://github.com/php/php-src/commit/a1ec906a2cad6483db73f41adabaffddb7a216e6,corrent some paste error,1,,c923b269597dba57431328f0a2dfcf56ebda121b,2017-03-20 14:17:11,2017-03-20 14:19:02
5,1,1,1,86fc56c34667a97749fe828f683ffd85aaf14d1c,2682065,xuzhi,https://api.github.com/repos/php/php-src/commits/86fc56c34667a97749fe828f683ffd85aaf14d1c,https://github.com/php/php-src/commit/86fc56c34667a97749fe828f683ffd85aaf14d1c,corrent tomezone setting,1,,51cb7b9ff6d906f9006c4a8368ee0d0de81c5225,2017-03-20 14:17:11,2017-03-20 14:19:03
6,1,2,2,ec03eaef2e9a1aa72bfa85dcf328a2ddada90af1,1492714,gureedo,https://api.github.com/repos/php/php-src/commits/ec03eaef2e9a1aa72bfa85dcf328a2ddada90af1,https://github.com/php/php-src/commit/ec03eaef2e9a1aa72bfa85dcf328a2ddada90af1,Fix bug #54379 PDO_OCI: UTF-8 output gets truncated,4,,36d86632ebeed0f431f60651517e0d6d4730431f,2017-03-20 14:17:12,2017-03-20 14:24:25
7,1,3,3,6472f622754a3e7546e8f98ea2e855723cccf2fc,4266849,Bill Schaller,https://api.github.com/repos/php/php-src/commits/6472f622754a3e7546e8f98ea2e855723cccf2fc,https://github.com/php/php-src/commit/6472f622754a3e7546e8f98ea2e855723cccf2fc,"Fix #44643: PDO-ODBC: bound parameters ignore explicit type definitions
This bug is also referenced in
[#44643](https://bugs.php.net/bug.php?id=44643)
pdo_odbc has had well-documented issues with parameterised queries accessing SQL Server for a long time.",1,,3b82b423e3829b0ef8e9a0e572e3e57f5fb84ddd,2017-03-20 14:17:12,2017-03-20 14:24:26
8,1,3,3,1c35578e2267e4f9ce76f1fdd989afe4ee304a59,4266849,Bill Schaller,https://api.github.com/repos/php/php-src/commits/1c35578e2267e4f9ce76f1fdd989afe4ee304a59,https://github.com/php/php-src/commit/1c35578e2267e4f9ce76f1fdd989afe4ee304a59,"Fix #44643: PDO-ODBC: bound parameters ignore explicit type definitions
Corrected issue with string lengths in fixed prepared statement code.",1,,2410496c7dc5ba23a262874fbf549a0fc82303f8,2017-03-20 14:17:12,2017-03-20 14:24:26
9,1,4,4,146d52a1abab46fd44acc8b9f5afae1e5085e66e,1492714,gureedo,https://api.github.com/repos/php/php-src/commits/146d52a1abab46fd44acc8b9f5afae1e5085e66e,https://github.com/php/php-src/commit/146d52a1abab46fd44acc8b9f5afae1e5085e66e,Fix bug #55138 PDO OCI cannot insert more than 1332 bytes,2,,bfa31280f2c37bb7b7b556eec814d9cdf3e56cd6,2017-03-20 14:17:13,2017-03-20 14:24:27
10,1,5,5,db2846de2cf53353b989873caecbb6545794dde9,3120354,Dmitry Saprykin,https://api.github.com/repos/php/php-src/commits/db2846de2cf53353b989873caecbb6545794dde9,https://github.com/php/php-src/commit/db2846de2cf53353b989873caecbb6545794dde9,* double fastcgi_end_request on max_children limit fixed,1,,c4dc06f749335ab0160682c60e6f96f6ff155d61,2017-03-20 14:17:13,2017-03-20 14:24:27
